Date,Close,High,Low,Open,Volume
,NFLX,NFLX,NFLX,NFLX,NFLX
2025-10-16 13:30:00+00:00,1209.300048828125,1212.1500244140625,1209.300048828125,1212.1500244140625,54805
2025-10-16 13:31:00+00:00,1212.5699462890625,1212.739990234375,1210.6300048828125,1210.9300537109375,7994
2025-10-16 13:33:00+00:00,1216.5899658203125,1216.7099609375,1215.7879638671875,1216.0357666015625,35698
2025-10-16 13:34:00+00:00,1213.8800048828125,1216.239990234375,1213.8800048828125,1215.9599609375,5975
2025-10-16 13:35:00+00:00,1212.8299560546875,1215.051025390625,1212.4549560546875,1215.051025390625,9844
2025-10-16 13:36:00+00:00,1214.0899658203125,1215.8199462890625,1213.9200439453125,1213.9200439453125,11177
2025-10-16 13:37:00+00:00,1214.8800048828125,1215.0,1214.43994140625,1214.43994140625,2427
2025-10-16 13:38:00+00:00,1214.56005859375,1215.4698486328125,1213.6600341796875,1214.449951171875,9053
2025-10-16 13:39:00+00:00,1215.2449951171875,1215.24755859375,1214.0999755859375,1214.0999755859375,4576
2025-10-16 13:40:00+00:00,1214.35107421875,1215.260009765625,1214.35107421875,1215.1500244140625,2769
2025-10-16 13:41:00+00:00,1213.844970703125,1214.800048828125,1213.0899658203125,1214.0999755859375,6836
2025-10-16 13:42:00+00:00,1213.9100341796875,1214.27001953125,1213.449951171875,1214.004150390625,4311
2025-10-16 13:43:00+00:00,1214.594970703125,1214.594970703125,1213.31005859375,1213.6895751953125,4840
2025-10-16 13:44:00+00:00,1215.3699951171875,1215.3699951171875,1213.949951171875,1213.949951171875,4236
2025-10-16 13:45:00+00:00,1215.5550537109375,1216.1199951171875,1214.6099853515625,1214.682373046875,7161
2025-10-16 13:46:00+00:00,1215.47998046875,1215.949951171875,1215.3399658203125,1215.4866943359375,4424
2025-10-16 13:47:00+00:00,1214.0,1216.3299560546875,1214.0,1216.3299560546875,9390
2025-10-16 13:48:00+00:00,1213.75,1214.1099853515625,1213.1800537109375,1214.1099853515625,8875
2025-10-16 13:49:00+00:00,1213.8800048828125,1214.010009765625,1213.1600341796875,1213.7249755859375,4204
2025-10-16 13:50:00+00:00,1212.780029296875,1214.22998046875,1212.780029296875,1214.22998046875,6375
2025-10-16 13:51:00+00:00,1212.4100341796875,1213.375,1212.4100341796875,1213.0899658203125,5401
2025-10-16 13:52:00+00:00,1212.7249755859375,1213.9466552734375,1212.3597412109375,1212.3597412109375,5667
2025-10-16 13:53:00+00:00,1210.25,1212.219970703125,1209.699951171875,1212.219970703125,13793
2025-10-16 13:54:00+00:00,1210.3399658203125,1211.6199951171875,1210.3399658203125,1210.7249755859375,5181
2025-10-16 13:55:00+00:00,1210.885009765625,1210.9300537109375,1209.780029296875,1210.260009765625,3608
2025-10-16 13:56:00+00:00,1210.8900146484375,1211.5899658203125,1210.8900146484375,1210.8900146484375,3152
2025-10-16 13:57:00+00:00,1209.75,1211.199951171875,1209.699951171875,1210.8900146484375,12130
2025-10-16 13:58:00+00:00,1209.3499755859375,1210.1400146484375,1209.1300048828125,1209.81005859375,8956
2025-10-16 13:59:00+00:00,1209.3499755859375,1210.2099609375,1209.0,1209.0,7318
2025-10-16 14:00:00+00:00,1206.8399658203125,1209.3499755859375,1206.8399658203125,1209.3050537109375,12916
2025-10-16 14:01:00+00:00,1204.4100341796875,1207.02001953125,1204.0,1207.02001953125,18220
2025-10-16 14:02:00+00:00,1203.5400390625,1204.72998046875,1203.5400390625,1204.199951171875,14078
2025-10-16 14:03:00+00:00,1200.02294921875,1203.8399658203125,1200.02294921875,1203.3599853515625,22137
2025-10-16 14:04:00+00:00,1202.8399658203125,1202.8399658203125,1200.2900390625,1200.2900390625,8548
2025-10-16 14:05:00+00:00,1203.8499755859375,1204.425048828125,1202.78515625,1202.8299560546875,10708
2025-10-16 14:06:00+00:00,1202.1800537109375,1204.0,1202.0,1204.0,11056
2025-10-16 14:07:00+00:00,1205.239990234375,1205.239990234375,1201.0699462890625,1201.1300048828125,10815
2025-10-16 14:08:00+00:00,1205.8800048828125,1206.385009765625,1205.050048828125,1205.9998779296875,8819
2025-10-16 14:10:00+00:00,1202.5699462890625,1202.739990234375,1202.5699462890625,1202.739990234375,3453
2025-10-16 14:11:00+00:00,1201.9100341796875,1203.06005859375,1201.77001953125,1203.06005859375,3825
2025-10-16 14:12:00+00:00,1201.719970703125,1202.491943359375,1201.0,1201.89501953125,8999
2025-10-16 14:13:00+00:00,1200.27001953125,1202.239990234375,1200.27001953125,1201.5450439453125,3895
2025-10-16 14:14:00+00:00,1199.9749755859375,1200.5,1199.0799560546875,1200.2701416015625,17532
2025-10-16 14:15:00+00:00,1200.6800537109375,1201.5198974609375,1200.0400390625,1200.530029296875,36197
2025-10-16 14:16:00+00:00,1200.760009765625,1201.3800048828125,1199.1802978515625,1201.0799560546875,13328
2025-10-16 14:17:00+00:00,1202.0,1202.0,1199.3599853515625,1200.5150146484375,8688
2025-10-16 14:18:00+00:00,1202.93994140625,1203.70654296875,1202.2099609375,1202.875,3743
2025-10-16 14:19:00+00:00,1202.5,1202.7799072265625,1201.8900146484375,1202.260009765625,6272
2025-10-16 14:20:00+00:00,1202.0,1202.4000244140625,1201.9599609375,1202.3499755859375,3557
2025-10-16 14:21:00+00:00,1200.0400390625,1202.0,1200.0,1202.0,14561
2025-10-16 14:22:00+00:00,1201.5699462890625,1202.1314697265625,1200.6800537109375,1200.6800537109375,3974
2025-10-16 14:23:00+00:00,1202.219970703125,1202.4200439453125,1201.4200439453125,1202.25,7893
2025-10-16 14:24:00+00:00,1200.3299560546875,1201.8599853515625,1200.3299560546875,1201.8599853515625,10234
2025-10-16 14:25:00+00:00,1200.5050048828125,1201.219970703125,1200.5050048828125,1200.7249755859375,10691
2025-10-16 14:26:00+00:00,1198.3599853515625,1200.510009765625,1198.3599853515625,1200.510009765625,26271
2025-10-16 14:27:00+00:00,1199.2049560546875,1199.2049560546875,1198.2166748046875,1198.9100341796875,10694
2025-10-16 14:28:00+00:00,1199.9150390625,1200.0,1198.8900146484375,1199.02001953125,12169
2025-10-16 14:29:00+00:00,1200.3199462890625,1200.7247314453125,1199.9200439453125,1200.06005859375,6914
2025-10-16 14:30:00+00:00,1200.4300537109375,1201.385009765625,1199.8199462890625,1199.8199462890625,10173
2025-10-16 14:31:00+00:00,1203.094970703125,1203.094970703125,1201.0699462890625,1201.0699462890625,5423
2025-10-16 14:32:00+00:00,1203.1600341796875,1203.2750244140625,1202.6700439453125,1203.2750244140625,3028
2025-10-16 14:33:00+00:00,1203.125,1204.18505859375,1202.9549560546875,1202.9549560546875,9570
2025-10-16 14:34:00+00:00,1204.2850341796875,1204.2850341796875,1204.2850341796875,1204.2850341796875,352
2025-10-16 14:35:00+00:00,1203.7850341796875,1204.27001953125,1202.3399658203125,1204.1600341796875,7013
2025-10-16 14:36:00+00:00,1205.6199951171875,1206.0,1203.550048828125,1203.8599853515625,9640
2025-10-16 14:37:00+00:00,1206.3900146484375,1207.75,1205.81494140625,1205.81494140625,9152
2025-10-16 14:38:00+00:00,1206.31005859375,1207.52001953125,1206.27001953125,1206.300048828125,7775
2025-10-16 14:39:00+00:00,1205.1800537109375,1205.6600341796875,1205.1800537109375,1205.6600341796875,2212
2025-10-16 14:40:00+00:00,1205.260009765625,1206.02392578125,1205.260009765625,1206.02392578125,2110
2025-10-16 14:41:00+00:00,1204.1099853515625,1205.47998046875,1204.1099853515625,1205.47998046875,7895
2025-10-16 14:42:00+00:00,1206.0,1206.0,1204.760009765625,1205.8399658203125,5798
2025-10-16 14:43:00+00:00,1205.989990234375,1206.02001953125,1205.7501220703125,1205.7501220703125,2026
2025-10-16 14:44:00+00:00,1206.010009765625,1206.39013671875,1206.010009765625,1206.3349609375,2975
2025-10-16 14:45:00+00:00,1206.27001953125,1206.699951171875,1205.7900390625,1205.7900390625,5537
2025-10-16 14:46:00+00:00,1206.0699462890625,1206.7779541015625,1206.0699462890625,1206.2769775390625,3744
2025-10-16 14:47:00+00:00,1206.3599853515625,1206.5999755859375,1205.875,1206.199951171875,4234
2025-10-16 14:48:00+00:00,1206.6513671875,1206.6513671875,1206.112548828125,1206.112548828125,2259
2025-10-16 14:49:00+00:00,1206.7550048828125,1206.7550048828125,1206.260009765625,1206.260009765625,4845
2025-10-16 14:50:00+00:00,1205.905029296875,1206.9100341796875,1205.760009765625,1206.9100341796875,3050
2025-10-16 14:51:00+00:00,1205.885009765625,1206.030029296875,1205.3900146484375,1205.449951171875,2684
2025-10-16 14:52:00+00:00,1205.4599609375,1205.882568359375,1205.4599609375,1205.8800048828125,2070
2025-10-16 14:53:00+00:00,1206.27001953125,1206.27001953125,1206.199951171875,1206.25,4479
2025-10-16 14:54:00+00:00,1206.239990234375,1206.4100341796875,1205.989990234375,1206.0899658203125,4816
2025-10-16 14:55:00+00:00,1206.5,1207.0699462890625,1205.75,1205.8699951171875,12254
2025-10-16 14:56:00+00:00,1206.93994140625,1207.0699462890625,1206.56005859375,1206.56005859375,6659
2025-10-16 14:57:00+00:00,1208.37451171875,1208.6600341796875,1206.93994140625,1207.25,6108
2025-10-16 14:58:00+00:00,1207.75,1208.2215576171875,1207.6500244140625,1208.2215576171875,2414
2025-10-16 14:59:00+00:00,1207.3399658203125,1207.72998046875,1207.3399658203125,1207.72998046875,1823
2025-10-16 15:00:00+00:00,1206.0201416015625,1207.1300048828125,1206.0201416015625,1207.1300048828125,4123
2025-10-16 15:01:00+00:00,1202.9200439453125,1206.4549560546875,1202.68994140625,1206.4549560546875,12762
2025-10-16 15:02:00+00:00,1202.0,1202.199951171875,1202.0,1202.0,3482
2025-10-16 15:03:00+00:00,1202.0,1202.3900146484375,1201.9000244140625,1201.9000244140625,5493
2025-10-16 15:04:00+00:00,1201.1700439453125,1201.1700439453125,1201.0,1201.0,2087
2025-10-16 15:05:00+00:00,1201.2249755859375,1201.52001953125,1201.1300048828125,1201.52001953125,3735
2025-10-16 15:06:00+00:00,1200.81005859375,1201.1300048828125,1200.5400390625,1201.0,5092
2025-10-16 15:07:00+00:00,1199.6099853515625,1200.510009765625,1199.6099853515625,1200.510009765625,6883
2025-10-16 15:08:00+00:00,1199.510009765625,1199.9200439453125,1199.510009765625,1199.6199951171875,7315
2025-10-16 15:09:00+00:00,1199.9150390625,1200.300048828125,1199.3125,1199.6700439453125,4157
2025-10-16 15:10:00+00:00,1199.0899658203125,1199.9775390625,1198.989990234375,1199.9775390625,8935
2025-10-16 15:11:00+00:00,1199.7650146484375,1199.7900390625,1199.322509765625,1199.322509765625,6340
2025-10-16 15:12:00+00:00,1199.719970703125,1200.239990234375,1199.7099609375,1200.032470703125,4911
2025-10-16 15:13:00+00:00,1199.8599853515625,1200.03564453125,1199.1800537109375,1199.1800537109375,4440
2025-10-16 15:14:00+00:00,1199.7249755859375,1199.909912109375,1199.27001953125,1199.27001953125,4397
2025-10-16 15:15:00+00:00,1200.0,1200.280029296875,1200.0,1200.1300048828125,4194
2025-10-16 15:17:00+00:00,1198.97998046875,1199.7647705078125,1198.97998046875,1199.52001953125,4472
2025-10-16 15:18:00+00:00,1200.27001953125,1200.27001953125,1198.5,1199.5550537109375,9034
2025-10-16 15:19:00+00:00,1200.56005859375,1200.7049560546875,1199.5999755859375,1200.27001953125,3146
2025-10-16 15:20:00+00:00,1200.9969482421875,1200.9969482421875,1200.120361328125,1200.6800537109375,3774
2025-10-16 15:21:00+00:00,1200.5849609375,1200.5849609375,1200.5849609375,1200.5849609375,2325
2025-10-16 15:22:00+00:00,1201.3599853515625,1201.530029296875,1200.864990234375,1201.2900390625,7706
2025-10-16 15:23:00+00:00,1200.5400390625,1201.52001953125,1200.5400390625,1201.3800048828125,4901
2025-10-16 15:24:00+00:00,1199.2449951171875,1200.4599609375,1199.2449951171875,1200.375,9115
2025-10-16 15:25:00+00:00,1198.5999755859375,1198.8699951171875,1198.0,1198.8699951171875,13234
2025-10-16 15:26:00+00:00,1197.4658203125,1198.6099853515625,1196.9749755859375,1198.6099853515625,9720
2025-10-16 15:27:00+00:00,1197.0550537109375,1197.7303466796875,1196.81005859375,1197.300048828125,10875
2025-10-16 15:28:00+00:00,1197.06005859375,1197.2899169921875,1196.60009765625,1196.800048828125,7205
2025-10-16 15:29:00+00:00,1195.280029296875,1196.780029296875,1195.27001953125,1196.780029296875,12466
2025-10-16 15:30:00+00:00,1194.426025390625,1195.2099609375,1193.9158935546875,1195.0,23154
2025-10-16 15:31:00+00:00,1193.8800048828125,1194.6700439453125,1193.8800048828125,1194.22998046875,10569
2025-10-16 15:32:00+00:00,1194.969970703125,1194.969970703125,1193.77001953125,1193.9749755859375,9818
2025-10-16 15:33:00+00:00,1195.260009765625,1196.1778564453125,1194.7779541015625,1195.030029296875,8613
2025-10-16 15:34:00+00:00,1196.0999755859375,1196.3499755859375,1195.56005859375,1196.18994140625,5490
2025-10-16 15:35:00+00:00,1195.8206787109375,1196.1700439453125,1195.5,1196.0799560546875,8200
2025-10-16 15:36:00+00:00,1195.2857666015625,1195.92724609375,1194.9599609375,1195.92724609375,2928
2025-10-16 15:37:00+00:00,1196.1300048828125,1196.1300048828125,1195.4100341796875,1195.530029296875,4235
2025-10-16 15:38:00+00:00,1195.1800537109375,1196.1500244140625,1195.1800537109375,1195.3299560546875,4299
2025-10-16 15:39:00+00:00,1194.18994140625,1195.635009765625,1194.18994140625,1195.635009765625,4110
2025-10-16 15:40:00+00:00,1193.9300537109375,1194.6300048828125,1193.0,1194.6300048828125,10117
2025-10-16 15:41:00+00:00,1193.510009765625,1193.885009765625,1193.510009765625,1193.885009765625,1546
2025-10-16 15:42:00+00:00,1193.7470703125,1193.919921875,1193.4649658203125,1193.4649658203125,1761
2025-10-16 15:43:00+00:00,1194.0899658203125,1194.0899658203125,1192.97998046875,1193.06005859375,6522
2025-10-16 15:44:00+00:00,1193.582763671875,1193.8800048828125,1193.0799560546875,1193.8800048828125,2006
2025-10-16 15:45:00+00:00,1192.739990234375,1193.2650146484375,1192.5,1193.2650146484375,6188
2025-10-16 15:46:00+00:00,1191.68994140625,1192.5557861328125,1191.68994140625,1192.5557861328125,2420
2025-10-16 15:47:00+00:00,1191.77001953125,1192.300048828125,1191.6700439453125,1192.0250244140625,6416
2025-10-16 15:48:00+00:00,1191.969970703125,1192.2750244140625,1191.969970703125,1192.2750244140625,4383
2025-10-16 15:49:00+00:00,1191.0699462890625,1192.4100341796875,1190.8800048828125,1192.0,8730
2025-10-16 15:50:00+00:00,1192.5723876953125,1193.06005859375,1191.130126953125,1191.6500244140625,5432
2025-10-16 15:51:00+00:00,1192.5999755859375,1193.0,1192.3599853515625,1192.7900390625,3494
2025-10-16 15:52:00+00:00,1193.1099853515625,1193.1400146484375,1192.510009765625,1193.1400146484375,4512
2025-10-16 15:53:00+00:00,1191.719970703125,1192.93994140625,1191.719970703125,1192.93994140625,4565
2025-10-16 15:54:00+00:00,1192.9200439453125,1192.9200439453125,1191.8800048828125,1191.8800048828125,8413
2025-10-16 15:55:00+00:00,1192.7900390625,1192.7900390625,1192.7900390625,1192.7900390625,585
2025-10-16 15:56:00+00:00,1192.31005859375,1193.0799560546875,1192.300048828125,1192.7327880859375,6468
2025-10-16 15:57:00+00:00,1192.7550048828125,1192.7550048828125,1192.449951171875,1192.449951171875,1979
2025-10-16 15:58:00+00:00,1192.5450439453125,1193.0,1192.0699462890625,1192.9300537109375,8137
2025-10-16 15:59:00+00:00,1192.43505859375,1192.56494140625,1192.199951171875,1192.56494140625,2267
2025-10-16 16:00:00+00:00,1192.199951171875,1192.989990234375,1191.7000732421875,1192.43994140625,7432
2025-10-16 16:01:00+00:00,1192.6500244140625,1192.699951171875,1192.6500244140625,1192.699951171875,3502
2025-10-16 16:02:00+00:00,1190.25,1192.469970703125,1190.219970703125,1192.469970703125,9277
2025-10-16 16:03:00+00:00,1190.8699951171875,1190.8699951171875,1190.6400146484375,1190.780029296875,2340
2025-10-16 16:04:00+00:00,1190.9283447265625,1191.0,1190.9283447265625,1190.9549560546875,4458
