Date,Close,High,Low,Open,Volume
,NFLX,NFLX,NFLX,NFLX,NFLX
2024-10-01 13:30:00+00:00,703.260009765625,717.760009765625,702.3699951171875,711.5599975585938,732795
2024-10-01 14:30:00+00:00,700.75,706.489990234375,698.5900268554688,703.219970703125,400600
2024-10-01 15:30:00+00:00,704.8200073242188,706.0999755859375,700.4600219726562,700.6300048828125,273180
2024-10-01 16:30:00+00:00,702.3099975585938,705.4600219726562,702.0,705.010009765625,208190
2024-10-01 17:30:00+00:00,710.0,710.9000244140625,701.510009765625,702.2999877929688,290907
2024-10-01 18:30:00+00:00,708.4299926757812,710.8499755859375,707.510009765625,709.9725952148438,192652
2024-10-01 19:30:00+00:00,706.3400268554688,708.3400268554688,704.8400268554688,708.3400268554688,277900
2024-10-02 13:30:00+00:00,709.1701049804688,716.2100219726562,704.6878051757812,706.1300048828125,468019
2024-10-02 14:30:00+00:00,712.773193359375,714.0,708.5,709.4400024414062,255312
2024-10-02 15:30:00+00:00,712.8300170898438,713.280029296875,710.7999877929688,712.8499755859375,140737
2024-10-02 16:30:00+00:00,710.885009765625,713.0382080078125,709.5900268554688,712.7449951171875,121086
2024-10-02 17:30:00+00:00,711.5598754882812,713.0700073242188,709.0906982421875,710.5800170898438,115411
2024-10-02 18:30:00+00:00,713.2501220703125,713.780029296875,710.9650268554688,710.9650268554688,112252
2024-10-02 19:30:00+00:00,710.9199829101562,713.414306640625,710.9000244140625,713.4099731445312,304587
2024-10-03 13:30:00+00:00,703.1500244140625,708.8099975585938,700.0,704.260009765625,438750
2024-10-03 14:30:00+00:00,704.0,705.9500122070312,701.3599853515625,702.75,158368
2024-10-03 15:30:00+00:00,707.1099853515625,708.0,703.8150024414062,703.8150024414062,150964
2024-10-03 16:30:00+00:00,704.5599975585938,707.8800048828125,702.25,706.8900146484375,173287
2024-10-03 17:30:00+00:00,705.25,706.1699829101562,703.5,704.5349731445312,164664
2024-10-03 18:30:00+00:00,705.0850219726562,706.47998046875,703.9630126953125,705.239990234375,164707
2024-10-03 19:30:00+00:00,707.25,707.7000122070312,704.8150024414062,705.0900268554688,297746
2024-10-04 13:30:00+00:00,710.8499755859375,719.4799194335938,708.8200073242188,713.3200073242188,574163
2024-10-04 14:30:00+00:00,710.4600219726562,715.0980224609375,710.1237182617188,711.0,217085
2024-10-04 15:30:00+00:00,714.6500244140625,715.2899780273438,710.27001953125,710.7100219726562,160195
2024-10-04 16:30:00+00:00,716.9249877929688,718.5900268554688,714.2999877929688,714.5449829101562,200463
2024-10-04 17:30:00+00:00,715.3873901367188,717.75,714.0599975585938,716.9199829101562,137655
2024-10-04 18:30:00+00:00,718.3800048828125,718.77001953125,715.0900268554688,715.7999877929688,177768
2024-10-04 19:30:00+00:00,719.3200073242188,721.0,718.27001953125,718.489990234375,410833
2024-10-07 13:30:00+00:00,706.3400268554688,715.219970703125,696.5499877929688,714.3099975585938,1245038
2024-10-07 14:30:00+00:00,708.364990234375,709.5999145507812,706.1480102539062,706.4215698242188,337429
2024-10-07 15:30:00+00:00,706.4301147460938,709.7401123046875,705.5,708.5599975585938,172407
2024-10-07 16:30:00+00:00,709.2349853515625,711.72998046875,706.0,707.1300048828125,221503
2024-10-07 17:30:00+00:00,706.7000122070312,709.9600219726562,706.5200805664062,708.9849853515625,167421
2024-10-07 18:30:00+00:00,701.5999755859375,706.3499755859375,700.7000122070312,706.260009765625,293987
2024-10-07 19:30:00+00:00,701.9600219726562,702.5700073242188,698.969970703125,702.0150146484375,455411
2024-10-08 13:30:00+00:00,717.4600219726562,718.5903930664062,703.5457153320312,703.8800048828125,833436
2024-10-08 14:30:00+00:00,719.7899780273438,720.6732788085938,716.3088989257812,717.4400024414062,381369
2024-10-08 15:30:00+00:00,719.9166259765625,720.67919921875,718.0800170898438,719.7899780273438,224975
2024-10-08 16:30:00+00:00,720.489990234375,721.5,718.5883178710938,720.3200073242188,232464
2024-10-08 17:30:00+00:00,721.52001953125,722.5800170898438,719.7999877929688,720.5900268554688,207003
2024-10-08 18:30:00+00:00,722.9932861328125,724.27001953125,720.4525146484375,721.260009765625,298916
2024-10-08 19:30:00+00:00,721.6599731445312,725.0599975585938,721.5800170898438,723.1596069335938,481746
2024-10-09 13:30:00+00:00,722.5,726.7000122070312,718.8800048828125,719.25,512499
2024-10-09 14:30:00+00:00,721.489990234375,723.6099853515625,721.010009765625,721.5,168562
2024-10-09 15:30:00+00:00,724.030029296875,724.4099731445312,721.5499877929688,721.75,188384
2024-10-09 16:30:00+00:00,724.9598999023438,724.9598999023438,723.0050048828125,724.030029296875,140477
2024-10-09 17:30:00+00:00,727.5792236328125,727.6599731445312,723.9224853515625,724.5800170898438,179481
2024-10-09 18:30:00+00:00,726.114990234375,728.19287109375,726.0900268554688,727.659912109375,255594
2024-10-09 19:30:00+00:00,727.280029296875,728.5900268554688,726.0545043945312,726.2100219726562,278463
2024-10-10 13:30:00+00:00,725.9099731445312,731.4168090820312,722.5,722.5,594204
2024-10-10 14:30:00+00:00,729.489990234375,730.0700073242188,724.739990234375,725.8488159179688,276187
2024-10-10 15:30:00+00:00,731.5700073242188,732.6099243164062,728.219970703125,729.52001953125,238261
2024-10-10 16:30:00+00:00,733.0,733.8499755859375,729.7000122070312,731.8472290039062,240779
2024-10-10 17:30:00+00:00,731.010986328125,733.2999877929688,729.8900146484375,733.1998901367188,202914
2024-10-10 18:30:00+00:00,730.119873046875,733.1900024414062,729.5999755859375,730.9299926757812,238751
2024-10-10 19:30:00+00:00,730.260009765625,732.719970703125,729.7700805664062,729.7700805664062,346856
2024-10-11 13:30:00+00:00,731.5800170898438,735.9998779296875,730.3099975585938,734.9000244140625,479602
2024-10-11 14:30:00+00:00,725.6099853515625,731.3300170898438,724.0648193359375,731.2849731445312,360347
2024-10-11 15:30:00+00:00,725.8099975585938,728.27001953125,724.780029296875,725.6749877929688,163054
2024-10-11 16:30:00+00:00,724.3200073242188,726.0,723.6799926757812,725.8350219726562,215577
2024-10-11 17:30:00+00:00,722.4600219726562,724.4996948242188,721.6099853515625,724.3599853515625,209452
2024-10-11 18:30:00+00:00,724.1500244140625,724.8499755859375,721.219970703125,722.6099853515625,250967
2024-10-11 19:30:00+00:00,722.6900024414062,725.0,722.3699951171875,723.760009765625,313861
2024-10-14 13:30:00+00:00,721.375,726.61962890625,719.4000244140625,724.4000244140625,490553
2024-10-14 14:30:00+00:00,715.8099975585938,722.25,714.739990234375,721.3900146484375,468720
2024-10-14 15:30:00+00:00,716.4400024414062,718.0999145507812,714.7501220703125,715.7949829101562,290678
2024-10-14 16:30:00+00:00,712.52001953125,716.75,712.2000122070312,716.3699951171875,280414
2024-10-14 17:30:00+00:00,712.019775390625,713.1799926757812,711.3699951171875,712.6445922851562,253263
2024-10-14 18:30:00+00:00,714.2390747070312,714.25,711.3109130859375,711.9349975585938,251411
2024-10-14 19:30:00+00:00,712.8800048828125,715.0700073242188,712.5601196289062,714.125,419646
2024-10-15 13:30:00+00:00,704.2999877929688,713.4000244140625,704.2750244140625,712.85498046875,659847
